"year","Season","StartDate","count","spp","Country","LocationCode","CountCondition","X","Y","Year","good_site"
2000,"W",2000-08-05,1,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2000,1
2001,"S",2001-01-30,0,"Great Crested Grebe","South Africa","34021913",3,19.2167,-34.0333,2001,1
2001,"W",2001-07-31,2,"Great Crested Grebe","South Africa","34021913",2,19.2167,-34.0333,2001,1
2002,"S",2002-02-09,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2002,1
2002,"W",2002-07-19,0,"Great Crested Grebe","South Africa","34021913",3,19.2167,-34.0333,2002,1
2003,"S",2003-01-24,2,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2003,1
2003,"W",2003-08-22,1,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2003,1
2004,"O",2004-01-21,1,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2004,1
2004,"S",2004-01-21,1,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2004,1
2004,"W",2004-09-07,1,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2004,1
2005,"S",2005-02-02,1,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2005,1
2005,"W",2005-07-27,0,"Great Crested Grebe","South Africa","34021913",3,19.2167,-34.0333,2005,1
2006,"S",2006-01-17,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2006,1
2006,"W",2006-08-17,0,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2006,1
2007,"S",2007-01-25,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2007,1
2007,"W",2007-08-16,0,"Great Crested Grebe","South Africa","34021913",3,19.2167,-34.0333,2007,1
2008,"S",2008-02-21,0,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2008,1
2008,"W",2008-08-04,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2008,1
2009,"S",2009-01-23,0,"Great Crested Grebe","South Africa","34021913",5,19.2167,-34.0333,2009,1
2009,"W",2009-07-25,2,"Great Crested Grebe","South Africa","34021913",4,19.2167,-34.0333,2009,1
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2010,1
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2010,1
2011,"S",2011-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2011,1
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2011,1
2012,"S",2012-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2012,1
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2012,1
2013,"S",2013-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2013,1
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2013,1
2014,"S",2014-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2014,1
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2014,1
2015,"S",2015-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2015,1
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2015,1
2016,"S",2016-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2016,1
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2016,1
2017,"S",2017-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2017,1
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2017,1
2018,"S",2018-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2018,1
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2018,1
2019,"S",2019-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2019,1
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2019,1
2020,"S",2020-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2020,1
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2020,1
2021,"S",2021-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2021,1
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2021,1
2022,"S",2022-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2022,1
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2022,1
2023,"S",2023-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2023,1
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2023,1
2024,"S",2024-01-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2024,1
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"34021913",NA,19.2167,-34.0333,2024,1
1993,"S",1993-01-23,101,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1993,1
1993,"W",1993-07-10,115,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1993,1
1994,"S",1994-01-15,13,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1994,1
1994,"W",1994-07-16,8,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1994,1
1995,"S",1995-01-28,0,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1995,1
1995,"W",1995-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1995,1
1996,"S",1996-01-01,0,"Great Crested Grebe","South Africa","26352535",NA,25.58309,-26.58917,1996,1
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1996,1
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1997,1
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1997,1
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1998,1
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,1998,1
1999,"S",1999-01-16,48,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1999,1
1999,"W",1999-09-12,260,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,1999,1
2000,"S",2000-01-29,5,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2000,1
2000,"W",2000-07-15,144,"Great Crested Grebe","South Africa","26352535",3,25.58309,-26.58917,2000,1
2001,"S",2001-01-27,105,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2001,1
2001,"W",2001-07-14,361,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2001,1
2002,"S",2002-01-26,12,"Great Crested Grebe","South Africa","26352535",2,25.58309,-26.58917,2002,1
2002,"W",2002-07-27,195,"Great Crested Grebe","South Africa","26352535",3,25.58309,-26.58917,2002,1
2003,"S",2003-01-18,24,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2003,1
2003,"W",2003-07-19,92,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2003,1
2004,"S",2004-01-24,19,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2004,1
2004,"W",2004-07-31,39,"Great Crested Grebe","South Africa","26352535",3,25.58309,-26.58917,2004,1
2005,"S",2005-01-22,3,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2005,1
2005,"W",2005-07-23,19,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2005,1
2006,"S",2006-01-21,0,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2006,1
2006,"W",2006-07-22,16,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2006,1
2007,"S",2007-01-27,133,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2007,1
2007,"W",2007-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2007,1
2008,"S",2008-01-26,0,"Great Crested Grebe","South Africa","26352535",0,25.58309,-26.58917,2008,1
2008,"W",2008-07-19,21,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2008,1
2009,"S",2009-02-07,0,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2009,1
2009,"W",2009-07-25,62,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2009,1
2010,"S",2010-01-30,4,"Great Crested Grebe","South Africa","26352535",5,25.58309,-26.58917,2010,1
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2010,1
2011,"S",2011-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2011,1
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2011,1
2012,"S",2012-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2012,1
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2012,1
2013,"S",2013-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2013,1
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2013,1
2014,"S",2014-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2014,1
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2014,1
2015,"S",2015-01-31,3,"Great Crested Grebe","South Africa","26352535",1,25.58309,-26.58917,2015,1
2015,"W",2015-08-11,4,"Great Crested Grebe","South Africa","26352535",4,25.58309,-26.58917,2015,1
2016,"O",2016-05-15,18,"Great Crested Grebe","South Africa","26352535",1,25.58309,-26.58917,2016,1
2016,"O",2016-11-19,3,"Great Crested Grebe","South Africa","26352535",1,25.58309,-26.58917,2016,1
2016,"S",2016-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2016,1
2016,"W",2016-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2016,1
2017,"S",2017-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2017,1
2017,"W",2017-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2017,1
2018,"O",2018-11-24,0,"Great Crested Grebe","South Africa","26352535",3,25.58309,-26.58917,2018,1
2018,"S",2018-02-24,7,"Great Crested Grebe","South Africa","26352535",3,25.58309,-26.58917,2018,1
2018,"W",2018-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2018,1
2019,"S",2019-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2019,1
2019,"W",2019-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2019,1
2020,"S",2020-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2020,1
2020,"W",2020-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2020,1
2021,"S",2021-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2021,1
2021,"W",2021-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2021,1
2022,"S",2022-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2022,1
2022,"W",2022-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2022,1
2023,"S",2023-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2023,1
2023,"W",2023-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2023,1
2024,"S",2024-01-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2024,1
2024,"W",2024-07-01,NA,"Great Crested Grebe",NA,"26352535",NA,25.58309,-26.58917,2024,1
1993,"S",1993-01-22,4,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,1993,0
1993,"W",1993-07-17,2,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,1993,0
1994,"S",1994-01-15,3,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1994,0
1994,"W",1994-07-16,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1994,0
1995,"S",1995-01-14,12,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,1995,0
1995,"W",1995-07-15,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,1995,0
1996,"S",1996-01-28,1,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,1996,0
1996,"W",1996-07-19,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1996,0
1997,"S",1997-01-31,0,"Great Crested Grebe","South Africa","34251910",2,19.15894,-34.41054,1997,0
1997,"W",1997-07-22,0,"Great Crested Grebe","South Africa","34251910",3,19.15894,-34.41054,1997,0
1998,"S",1998-02-03,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1998,0
1998,"W",1998-07-19,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1998,0
1999,"S",1999-02-09,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1999,0
1999,"W",1999-07-14,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,1999,0
2000,"S",2000-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2000,0
2000,"W",2000-07-30,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2000,0
2001,"S",2001-01-18,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2001,0
2001,"W",2001-07-07,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2001,0
2002,"S",2002-01-12,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2002,0
2002,"W",2002-07-19,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2002,0
2003,"S",2003-02-08,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2003,0
2003,"W",2003-07-19,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2003,0
2004,"S",2004-01-07,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2004,0
2004,"W",2004-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2004,0
2005,"O",2005-05-15,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2005,0
2005,"S",2005-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2005,0
2005,"W",2005-07-09,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2005,0
2006,"O",2006-04-08,8,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2006,0
2006,"S",2006-01-14,0,"Great Crested Grebe","South Africa","34251910",2,19.15894,-34.41054,2006,0
2006,"W",2006-07-01,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2006,0
2007,"O",2007-10-07,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2007,0
2007,"S",2007-01-02,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2007,0
2007,"W",2007-07-09,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2007,0
2008,"S",2008-01-13,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2008,0
2008,"W",2008-07-16,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2008,0
2009,"S",2009-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2009,0
2009,"W",2009-07-05,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2009,0
2010,"S",2010-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2010,0
2010,"W",2010-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2010,0
2011,"S",2011-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2011,0
2011,"W",2011-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2011,0
2012,"S",2012-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2012,0
2012,"W",2012-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2012,0
2013,"S",2013-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2013,0
2013,"W",2013-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2013,0
2014,"S",2014-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2014,0
2014,"W",2014-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2014,0
2015,"S",2015-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2015,0
2015,"W",2015-07-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2015,0
2016,"S",2016-02-12,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2016,0
2016,"W",2016-07-20,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2016,0
2017,"S",2017-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2017,0
2017,"W",2017-07-16,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2017,0
2018,"S",2018-01-01,NA,"Great Crested Grebe",NA,"34251910",NA,19.15894,-34.41054,2018,0
2018,"W",2018-07-08,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2018,0
2019,"S",2019-11-09,0,"Great Crested Grebe","South Africa","34251910",3,19.15894,-34.41054,2019,0
2019,"W",2019-07-13,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2019,0
2020,"O",2020-11-22,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2020,0
2020,"S",2020-02-08,0,"Great Crested Grebe","South Africa","34251910",3,19.15894,-34.41054,2020,0
2020,"W",2020-08-01,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2020,0
2021,"S",2021-02-20,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2021,0
2021,"S",2021-11-06,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2021,0
2021,"W",2021-07-17,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2021,0
2022,"O",2022-11-04,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2022,0
2022,"S",2022-02-08,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2022,0
2022,"W",2022-05-02,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2022,0
2022,"W",2022-07-15,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2022,0
2023,"O",2023-04-16,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2023,0
2023,"O",2023-11-04,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2023,0
2023,"S",2023-02-10,0,"Great Crested Grebe","South Africa","34251910",4,19.15894,-34.41054,2023,0
2023,"W",2023-07-14,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2023,0
2024,"O",2024-04-16,0,"Great Crested Grebe","South Africa","34251910",5,19.15894,-34.41054,2024,0
2024,"S",2024-02-04,0,"Great Crested Grebe","South Africa","34251910",3,19.15894,-34.41054,2024,0
2024,"W",2024-07-06,0,"Great Crested Grebe","South Africa","34251910",2,19.15894,-34.41054,2024,0
1993,"S",1993-01-13,16,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1993,0
1993,"W",1993-07-13,5,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1993,0
1994,"S",1994-01-14,25,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1994,0
1994,"W",1994-07-20,18,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1994,0
1995,"S",1995-01-10,17,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1995,0
1995,"W",1995-07-19,8,"Great Crested Grebe","South Africa","33592239",4,22.64114,-33.99324,1995,0
1996,"S",1996-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1996,0
1996,"W",1996-07-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1996,0
1997,"S",1997-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1997,0
1997,"W",1997-07-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1997,0
1998,"S",1998-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1998,0
1998,"W",1998-07-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1998,0
1999,"S",1999-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1999,0
1999,"W",1999-07-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,1999,0
2000,"S",2000-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,2000,0
2000,"W",2000-07-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,2000,0
2001,"S",2001-01-01,NA,"Great Crested Grebe",NA,"33592239",NA,22.64114,-33.99324,2001,0
